GCA_000009005.1_ASM900v1_genomic.fna	RF122
GCF_000009005.1_ASM900v1_genomic.fna	RF122
GCA_000009585.1_ASM958v1_genomic.fna	type strain:ST398
GCF_000009585.1_ASM958v1_genomic.fna	type strain:ST398
GCA_000009645.1_ASM964v1_genomic.fna	N315
GCF_000009645.1_ASM964v1_genomic.fna	N315
GCA_000009665.1_ASM966v1_genomic.fna	Mu50
GCF_000009665.1_ASM966v1_genomic.fna	Mu50
GCA_000010445.1_ASM1044v1_genomic.fna	Mu3
GCF_000010445.1_ASM1044v1_genomic.fna	Mu3
GCA_000010465.1_ASM1046v1_genomic.fna	Newman
GCF_000010465.1_ASM1046v1_genomic.fna	Newman
GCA_000011265.1_ASM1126v1_genomic.fna	MW2
GCF_000011265.1_ASM1126v1_genomic.fna	MW2
GCA_000011505.1_ASM1150v1_genomic.fna	MRSA252
GCF_000011505.1_ASM1150v1_genomic.fna	MRSA252
GCA_000011525.1_ASM1152v1_genomic.fna	MSSA476
GCF_000011525.1_ASM1152v1_genomic.fna	MSSA476
GCA_000012045.1_ASM1204v1_genomic.fna	COL
GCF_000012045.1_ASM1204v1_genomic.fna	COL
GCA_000013425.1_ASM1342v1_genomic.fna	NCTC 8325
GCF_000013425.1_ASM1342v1_genomic.fna	NCTC 8325
GCA_000013465.1_ASM1346v1_genomic.fna	USA300_FPR3757
GCF_000013465.1_ASM1346v1_genomic.fna	USA300_FPR3757
GCA_000016805.1_ASM1680v1_genomic.fna	JH9
GCF_000016805.1_ASM1680v1_genomic.fna	JH9
GCA_000017085.1_ASM1708v1_genomic.fna	TCH1516
GCF_000017085.1_ASM1708v1_genomic.fna	TCH1516
GCA_000024585.1_ASM2458v1_genomic.fna	ED98
GCF_000024585.1_ASM2458v1_genomic.fna	ED98
GCA_000025145.2_ASM2514v1_genomic.fna	04-02981
GCF_000025145.1_ASM2514v1_genomic.fna	04-02981
GCA_000027045.1_ASM2704v1_genomic.fna	TW20
GCF_000027045.1_ASM2704v1_genomic.fna	TW20
GCA_000144955.1_ASM14495v1_genomic.fna	JKD6159
GCF_000144955.1_ASM14495v1_genomic.fna	JKD6159
GCA_000145595.1_ASM14559v1_genomic.fna	JKD6008
GCF_000145595.1_ASM14559v1_genomic.fna	JKD6008
GCA_000159535.2_ASM15953v2_genomic.fna	TCH60
GCF_000159535.2_ASM15953v2_genomic.fna	TCH60
GCA_000160335.2_ASM16033v2_genomic.fna	55/2053
GCF_000160335.2_ASM16033v2_genomic.fna	55/2053
GCA_000189455.3_ASM18945v3_genomic.fna	O46
GCF_000189455.2_ASM18945v3_genomic.fna	O46
GCA_000204665.1_ASM20466v1_genomic.fna	T0131
GCF_000204665.1_ASM20466v1_genomic.fna	T0131
GCA_000210315.1_ASM21031v1_genomic.fna	ED133
GCF_000210315.1_ASM21031v1_genomic.fna	ED133
GCA_000237125.3_ASM23712v3_genomic.fna	M013
GCF_000237125.1_ASM23712v1_genomic.fna	M013
GCF_000237125.2_ASM23712v3_genomic.fna	M013
GCA_000237265.1_ASM23726v1_genomic.fna	LGA251
GCF_000237265.1_ASM23726v1_genomic.fna	LGA251
GCA_000239235.1_ASM23923v1_genomic.fna	11819-97
GCF_000239235.1_ASM23923v1_genomic.fna	11819-97
GCA_000245495.1_ASM24549v1_genomic.fna	VC40
GCF_000245495.1_ASM24549v1_genomic.fna	VC40
GCA_000284535.1_ASM28453v1_genomic.fna	HO 5096 0412
GCF_000284535.1_ASM28453v1_genomic.fna	HO 5096 0412
GCA_000296595.1_ASM29659v1_genomic.fna	08BA02176
GCF_000296595.1_ASM29659v1_genomic.fna	08BA02176
GCA_000382965.1_ASM38296v1_genomic.fna	ST228
GCA_000382985.1_ASM38298v1_genomic.fna	ST228
GCA_000383005.1_ASM38300v1_genomic.fna	ST228
GCA_000967325.1_ASM96732v1_genomic.fna	ST228
GCA_000967345.1_ASM96734v1_genomic.fna	ST228
GCA_000967365.1_ASM96736v1_genomic.fna	ST228
GCA_000967385.1_ASM96738v1_genomic.fna	ST228
GCA_000967405.1_ASM96740v1_genomic.fna	ST228
GCF_000382965.1_ASM38296v1_genomic.fna	ST228
GCF_000382985.1_ASM38298v1_genomic.fna	ST228
GCF_000383005.1_ASM38300v1_genomic.fna	ST228
GCF_000967325.1_ASM96732v1_genomic.fna	ST228
GCF_000967345.1_ASM96734v1_genomic.fna	ST228
GCF_000967365.1_ASM96736v1_genomic.fna	ST228
GCF_000967385.1_ASM96738v1_genomic.fna	ST228
GCF_000967405.1_ASM96740v1_genomic.fna	ST228
GCA_000412775.1_ASM41277v1_genomic.fna	CA-347
GCF_000412775.1_ASM41277v1_genomic.fna	CA-347
GCA_000418345.1_ASM41834v1_genomic.fna	Bmb9393
GCF_000418345.1_ASM41834v1_genomic.fna	Bmb9393
GCA_000452385.2_ASM45238v2_genomic.fna	Tager 104
GCF_000452385.2_ASM45238v2_genomic.fna	Tager 104
GCA_000462955.1_ASM46295v1_genomic.fna	6850
GCF_000462955.1_ASM46295v1_genomic.fna	6850
GCA_000463055.1_ASM46305v1_genomic.fna	CN1
GCF_000463055.1_ASM46305v1_genomic.fna	CN1
GCA_000470845.1_ASM47084v1_genomic.fna	SA957
GCF_000470845.1_ASM47084v1_genomic.fna	SA957
GCA_000470865.1_ASM47086v1_genomic.fna	SA40
GCF_000470865.1_ASM47086v1_genomic.fna	SA40
GCA_000485885.1_ASM48588v1_genomic.fna	Z172
GCF_000485885.1_ASM48588v1_genomic.fna	Z172
GCA_000568455.1_ASM56845v1_genomic.fna	USA300-ISMMS1
GCF_000568455.1_ASM56845v1_genomic.fna	USA300-ISMMS1
GCA_000597965.1_ASM59796v1_genomic.fna	502A
GCF_000597965.1_ASM59796v1_genomic.fna	502A
GCA_000626615.3_ASM62661v3_genomic.fna	FDAARGOS_5
GCF_000626615.2_ASM62661v3_genomic.fna	FDAARGOS_5
GCA_000695215.1_ASM69521v1_genomic.fna	H-EMRSA-15
GCF_000695215.1_ASM69521v1_genomic.fna	H-EMRSA-15
GCA_000695875.1_ASM69587v1_genomic.fna	UA-S391_USA300
GCF_000695875.1_ASM69587v1_genomic.fna	UA-S391_USA300
GCA_000737615.1_ASM73761v1_genomic.fna	SA268
GCF_000737615.1_ASM73761v1_genomic.fna	SA268
GCA_000746505.1_ASM74650v1_genomic.fna	2395 USA500
GCF_000746505.1_ASM74650v1_genomic.fna	2395 USA500
GCA_000756205.1_ASM75620v1_genomic.fna	ATCC 25923
GCF_000756205.1_ASM75620v1_genomic.fna	ATCC 25923
GCA_000769575.1_ASM76957v1_genomic.fna	Gv69
GCF_000769575.1_ASM76957v1_genomic.fna	Gv69
GCA_000772025.1_ASM77202v1_genomic.fna	FORC_001
GCF_000772025.1_ASM77202v1_genomic.fna	FORC_001
GCA_000815045.1_ASM81504v1_genomic.fna	29b_MRSA
GCF_000815045.1_ASM81504v1_genomic.fna	29b_MRSA
GCA_000815085.1_ASM81508v1_genomic.fna	31b_MRSA
GCF_000815085.1_ASM81508v1_genomic.fna	31b_MRSA
GCA_000815125.1_ASM81512v1_genomic.fna	33b
GCF_000815125.1_ASM81512v1_genomic.fna	33b
GCA_000815165.1_ASM81516v1_genomic.fna	26b_MRSA
GCF_000815165.1_ASM81516v1_genomic.fna	26b_MRSA
GCA_000815205.1_ASM81520v1_genomic.fna	25b_MRSA
GCF_000815205.1_ASM81520v1_genomic.fna	25b_MRSA
GCA_000815245.1_ASM81524v1_genomic.fna	27b_MRSA
GCF_000815245.1_ASM81524v1_genomic.fna	27b_MRSA
GCA_000828035.1_ASM82803v1_genomic.fna	DAR4145
GCF_000828035.1_ASM82803v1_genomic.fna	DAR4145
GCA_000953255.1_Staphylococcus_aureus_Sa_ILRI_217_genomic.fna	ILRI_Eymole1/1
GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217_genomic.fna	ILRI_Eymole1/1
GCA_000969225.1_ASM96922v1_genomic.fna	FCFHV36
GCF_000969225.1_ASM96922v1_genomic.fna	FCFHV36
GCA_001018645.2_ASM101864v2_genomic.fna	FDAARGOS_2
GCF_001018645.2_ASM101864v2_genomic.fna	FDAARGOS_2
GCA_001018655.2_ASM101865v2_genomic.fna	FDAARGOS_6
GCF_001018655.2_ASM101865v2_genomic.fna	FDAARGOS_6
GCA_001018685.2_ASM101868v2_genomic.fna	TCH 959
GCF_001018685.2_ASM101868v2_genomic.fna	TCH 959
GCA_001018725.2_ASM101872v2_genomic.fna	FDAARGOS_10
GCF_001018725.2_ASM101872v2_genomic.fna	FDAARGOS_10
GCA_001018735.2_ASM101873v2_genomic.fna	NRS137
GCF_001018735.2_ASM101873v2_genomic.fna	NRS137
GCA_001018775.2_ASM101877v2_genomic.fna	NRS149
GCF_001018775.2_ASM101877v2_genomic.fna	NRS149
GCA_001018805.2_ASM101880v2_genomic.fna	FDAARGOS_15
GCF_001018805.1_ASM101880v2_genomic.fna	FDAARGOS_15
GCA_001018835.2_ASM101883v2_genomic.fna	NRS271
GCF_001018835.2_ASM101883v2_genomic.fna	NRS271
GCA_001018845.2_ASM101884v2_genomic.fna	NRS153
GCF_001018845.2_ASM101884v2_genomic.fna	NRS153
GCA_001018915.2_ASM101891v2_genomic.fna	NRS133
GCF_001018915.2_ASM101891v2_genomic.fna	NRS133
GCA_001018975.2_ASM101897v2_genomic.fna	NRS143
GCF_001018975.2_ASM101897v2_genomic.fna	NRS143
GCA_001019125.2_ASM101912v2_genomic.fna	FDAARGOS_43
GCF_001019125.2_ASM101912v2_genomic.fna	FDAARGOS_43
GCA_001019205.2_ASM101920v2_genomic.fna	FDAARGOS_48
GCF_001019205.2_ASM101920v2_genomic.fna	FDAARGOS_48
GCA_001019255.2_ASM101925v2_genomic.fna	FDAARGOS_1
GCF_001019255.2_ASM101925v2_genomic.fna	FDAARGOS_1
GCA_001019275.2_ASM101927v2_genomic.fna	NRS107
GCF_001019275.2_ASM101927v2_genomic.fna	NRS107
GCA_001019305.2_ASM101930v2_genomic.fna	NRS70
GCF_001019305.2_ASM101930v2_genomic.fna	NRS70
GCA_001019395.2_ASM101939v2_genomic.fna	NRS484
GCF_001019395.2_ASM101939v2_genomic.fna	NRS484
GCA_001019415.2_ASM101941v2_genomic.fna	NRS146
GCF_001019415.2_ASM101941v2_genomic.fna	NRS146
GCA_001019435.2_ASM101943v2_genomic.fna	NRS1
GCF_001019435.2_ASM101943v2_genomic.fna	NRS1
GCA_001019485.2_ASM101948v2_genomic.fna	NRS120
GCF_001019485.2_ASM101948v2_genomic.fna	NRS120
GCA_001019495.2_ASM101949v2_genomic.fna	FDAARGOS_40
GCF_001019495.2_ASM101949v2_genomic.fna	FDAARGOS_40
GCA_001019535.2_ASM101953v2_genomic.fna	Mw2
GCF_001019535.2_ASM101953v2_genomic.fna	Mw2
GCA_001019575.2_ASM101957v2_genomic.fna	HPV107
GCF_001019575.2_ASM101957v2_genomic.fna	HPV107
GCA_001021875.1_ASM102187v1_genomic.fna	M121
GCF_001021875.1_ASM102187v1_genomic.fna	M121
GCA_001021895.1_ASM102189v1_genomic.fna	CA15
GCF_001021895.1_ASM102189v1_genomic.fna	CA15
GCA_001027045.1_ASM102704v1_genomic.fna	RKI4
GCF_001027045.1_ASM102704v1_genomic.fna	RKI4
GCA_001027105.1_ASM102710v1_genomic.fna	DSM 20231
GCF_001027105.1_ASM102710v1_genomic.fna	DSM 20231
GCA_001045795.2_ASM104579v2_genomic.fna	CA12
GCF_001045795.2_ASM104579v2_genomic.fna	CA12
GCA_001045995.2_ASM104599v2_genomic.fna	HUV05
GCF_001045995.2_ASM104599v2_genomic.fna	HUV05
GCA_001046095.2_ASM104609v2_genomic.fna	V2200
GCF_001046095.2_ASM104609v2_genomic.fna	V2200
GCA_001183705.3_ASM118370v3_genomic.fna	USA300_2014.C01
GCF_001183705.1_ASM118370v1_genomic.fna	USA300_2014.C01
GCF_001183705.3_ASM118370v3_genomic.fna	USA300_2014.C01
GCA_001183725.2_ASM118372v2_genomic.fna	USA300_2014.C02
GCF_001183725.1_ASM118372v1_genomic.fna	USA300_2014.C02
GCF_001183725.2_ASM118372v2_genomic.fna	USA300_2014.C02
GCA_001278745.1_ASM127874v1_genomic.fna	HOU1444-VR
GCF_001278745.1_ASM127874v1_genomic.fna	HOU1444-VR
GCA_001281145.1_ASM128114v1_genomic.fna	SA564
GCF_001281145.1_ASM128114v1_genomic.fna	SA564
GCA_001296985.1_ASM129698v1_genomic.fna	GR2
GCF_001296985.1_ASM129698v1_genomic.fna	GR2
GCA_001298325.2_ASM129832v2_genomic.fna	BA01611
GCF_001298325.2_ASM129832v2_genomic.fna	BA01611
GCA_001307235.1_ASM130723v1_genomic.fna	JS395
GCF_001307235.1_ASM130723v1_genomic.fna	JS395
GCA_001444345.1_ASM144434v1_genomic.fna	XQ
GCF_001444345.1_ASM144434v1_genomic.fna	XQ
GCA_001456215.1_ASM145621v1_genomic.fna	MS4
GCF_001456215.1_ASM145621v1_genomic.fna	MS4
GCA_001457495.1_NCTC13435_genomic.fna	NCTC13435
GCF_001457495.1_NCTC13435_genomic.fna	NCTC13435
GCA_001465635.1_ASM146563v1_genomic.fna	RIVM1295
GCF_001465635.1_ASM146563v1_genomic.fna	RIVM1295
GCA_001465675.1_ASM146567v1_genomic.fna	RIVM1607
GCF_001465675.1_ASM146567v1_genomic.fna	RIVM1607
GCA_001465755.1_ASM146575v1_genomic.fna	RIVM3897
GCF_001465755.1_ASM146575v1_genomic.fna	RIVM3897
GCA_001515665.1_ASM151566v1_genomic.fna	Gv51
GCF_001515665.1_ASM151566v1_genomic.fna	Gv51
GCA_001515685.1_ASM151568v1_genomic.fna	Be62
GCF_001515685.1_ASM151568v1_genomic.fna	Be62
GCA_001515705.1_ASM151570v1_genomic.fna	Gv88
GCF_001515705.1_ASM151570v1_genomic.fna	Gv88
GCA_001515745.1_ASM151574v1_genomic.fna	HC1340
GCF_001515745.1_ASM151574v1_genomic.fna	HC1340
GCA_001515765.1_ASM151576v1_genomic.fna	HC1335
GCF_001515765.1_ASM151576v1_genomic.fna	HC1335
GCA_001548295.1_ASM154829v1_genomic.fna	FDA209P
GCF_001548295.1_ASM154829v1_genomic.fna	FDA209P
GCA_001548415.1_ASM154841v1_genomic.fna	MI
GCF_001548415.1_ASM154841v1_genomic.fna	MI
GCA_001549655.1_ASM154965v1_genomic.fna	TMUS2126
GCF_001549655.1_ASM154965v1_genomic.fna	TMUS2126
GCA_001549675.1_ASM154967v1_genomic.fna	TMUS2134
GCF_001549675.1_ASM154967v1_genomic.fna	TMUS2134
GCA_001558795.2_ASM155879v2_genomic.fna	FDAARGOS_159
GCF_001558795.1_ASM155879v1_genomic.fna	FDAARGOS_159
GCF_001558795.2_ASM155879v2_genomic.fna	FDAARGOS_159
GCA_001580495.1_ASM158049v1_genomic.fna	FORC_012
GCF_001580495.1_ASM158049v1_genomic.fna	FORC_012
GCA_001580515.1_ASM158051v1_genomic.fna	UTSW MRSA 55
GCF_001580515.1_ASM158051v1_genomic.fna	UTSW MRSA 55
GCA_001594205.1_ASM159420v1_genomic.fna	MCRF184
GCF_001594205.1_ASM159420v1_genomic.fna	MCRF184
GCA_001611325.1_ASM161132v1_genomic.fna	ST20130940
GCF_001611325.1_ASM161132v1_genomic.fna	ST20130940
GCA_001611345.1_ASM161134v1_genomic.fna	ST20130941
GCF_001611345.1_ASM161134v1_genomic.fna	ST20130941
GCA_001611365.1_ASM161136v1_genomic.fna	ST20130942
GCF_001611365.1_ASM161136v1_genomic.fna	ST20130942
GCA_001611385.1_ASM161138v1_genomic.fna	ST20130943
GCF_001611385.1_ASM161138v1_genomic.fna	ST20130943
GCA_001611405.1_ASM161140v1_genomic.fna	ST20130938
GCF_001611405.1_ASM161140v1_genomic.fna	ST20130938
GCA_001611425.1_ASM161142v1_genomic.fna	ST20130939
GCF_001611425.1_ASM161142v1_genomic.fna	ST20130939
GCA_001618305.1_ASM161830v1_genomic.fna	RIVM6519
GCF_001618305.1_ASM161830v1_genomic.fna	RIVM6519
GCA_001640885.1_ASM164088v1_genomic.fna	ZJ5499
GCF_001640885.1_ASM164088v1_genomic.fna	ZJ5499
GCA_001640905.1_ASM164090v1_genomic.fna	NCCP14558
GCF_001640905.1_ASM164090v1_genomic.fna	NCCP14558
GCA_001640925.1_ASM164092v1_genomic.fna	NCCP14562
GCF_001640925.1_ASM164092v1_genomic.fna	NCCP14562
GCA_001641025.1_ASM164102v1_genomic.fna	V521
GCF_001641025.1_ASM164102v1_genomic.fna	V521
GCA_001656045.1_ASM165604v1_genomic.fna	08-02119
GCF_001656045.1_ASM165604v1_genomic.fna	08-02119
GCA_001656075.1_ASM165607v1_genomic.fna	08-02300
GCF_001656075.1_ASM165607v1_genomic.fna	08-02300
GCA_001717645.3_ASM171764v3_genomic.fna	5118.N
GCF_001717645.1_ASM171764v3_genomic.fna	5118.N
GCA_001717665.2_ASM171766v2_genomic.fna	2148.N
GCF_001717665.1_ASM171766v2_genomic.fna	2148.N
GCA_001717685.3_ASM171768v3_genomic.fna	1971.C01
GCF_001717685.1_ASM171768v3_genomic.fna	1971.C01
GCA_001717705.2_ASM171770v2_genomic.fna	1969.N
GCF_001717705.1_ASM171770v2_genomic.fna	1969.N
GCA_001717725.2_ASM171772v2_genomic.fna	1625.C01
GCF_001717725.1_ASM171772v2_genomic.fna	1625.C01
GCA_001717975.3_ASM171797v3_genomic.fna	2148.C01
GCF_001717975.1_ASM171797v2_genomic.fna	2148.C01
GCF_001717975.2_ASM171797v3_genomic.fna	2148.C01
GCA_001725965.1_ASM172596v1_genomic.fna	FORC_027
GCF_001725965.1_ASM172596v1_genomic.fna	FORC_027
GCA_001735655.2_ASM173565v2_genomic.fna	3020.C01
GCF_001735655.2_ASM173565v2_genomic.fna	3020.C01
GCA_001879545.1_ASM187954v1_genomic.fna	FORC_026
GCF_001879545.1_ASM187954v1_genomic.fna	FORC_026
GCA_001880265.1_ASM188026v1_genomic.fna	SA40TW
GCF_001880265.1_ASM188026v1_genomic.fna	SA40TW
GCA_001887075.1_ASM188707v1_genomic.fna	LA-MRSA ST398
GCF_001887075.1_ASM188707v1_genomic.fna	LA-MRSA ST398
GCA_001900185.1_ASM190018v1_genomic.fna	HG001
GCF_001900185.1_ASM190018v1_genomic.fna	HG001
GCA_001956755.1_ASM195675v1_genomic.fna	SJTUF_J27
GCF_001956755.1_ASM195675v1_genomic.fna	SJTUF_J27
GCA_001956815.1_ASM195681v1_genomic.fna	USA300_SUR1
GCF_001956815.1_ASM195681v1_genomic.fna	USA300_SUR1
GCA_001975005.1_ASM197500v1_genomic.fna	UCI62
GCF_001975005.1_ASM197500v1_genomic.fna	UCI62
GCA_001975045.1_ASM197504v1_genomic.fna	UCI 28
GCF_001975045.1_ASM197504v1_genomic.fna	UCI 28
GCA_001986135.1_ASM198613v1_genomic.fna	SR434
GCF_001986135.1_ASM198613v1_genomic.fna	SR434
GCA_002000565.1_ASM200056v1_genomic.fna	USA300-SUR9
GCF_002000565.1_ASM200056v1_genomic.fna	USA300-SUR9
GCA_002000585.1_ASM200058v1_genomic.fna	USA300-SUR10
GCF_002000585.1_ASM200058v1_genomic.fna	USA300-SUR10
GCA_002000605.1_ASM200060v1_genomic.fna	USA300-SUR11
GCF_002000605.1_ASM200060v1_genomic.fna	USA300-SUR11
GCA_002000625.1_ASM200062v1_genomic.fna	USA300-SUR12
GCF_002000625.1_ASM200062v1_genomic.fna	USA300-SUR12
GCA_002000645.1_ASM200064v1_genomic.fna	USA300-SUR13
GCF_002000645.1_ASM200064v1_genomic.fna	USA300-SUR13
GCA_002000665.1_ASM200066v1_genomic.fna	USA300-SUR14
GCF_002000665.1_ASM200066v1_genomic.fna	USA300-SUR14
GCA_002000685.1_ASM200068v1_genomic.fna	USA300-SUR15
GCF_002000685.1_ASM200068v1_genomic.fna	USA300-SUR15
GCA_002000705.1_ASM200070v1_genomic.fna	USA300-SUR16
GCF_002000705.1_ASM200070v1_genomic.fna	USA300-SUR16
GCA_002000725.1_ASM200072v1_genomic.fna	USA300-SUR17
GCF_002000725.1_ASM200072v1_genomic.fna	USA300-SUR17
GCA_002000745.1_ASM200074v1_genomic.fna	USA300-SUR18
GCF_002000745.1_ASM200074v1_genomic.fna	USA300-SUR18
GCA_002000765.1_ASM200076v1_genomic.fna	USA300-SUR19
GCF_002000765.1_ASM200076v1_genomic.fna	USA300-SUR19
GCA_002000785.1_ASM200078v1_genomic.fna	USA300-SUR20
GCF_002000785.1_ASM200078v1_genomic.fna	USA300-SUR20
GCA_002000805.1_ASM200080v1_genomic.fna	USA300-SUR21
GCF_002000805.1_ASM200080v1_genomic.fna	USA300-SUR21
GCA_002000825.1_ASM200082v1_genomic.fna	USA300-SUR22
GCF_002000825.1_ASM200082v1_genomic.fna	USA300-SUR22
GCA_002000845.1_ASM200084v1_genomic.fna	USA300-SUR23
GCF_002000845.1_ASM200084v1_genomic.fna	USA300-SUR23
GCA_002000865.1_ASM200086v1_genomic.fna	USA300-SUR24
GCF_002000865.1_ASM200086v1_genomic.fna	USA300-SUR24
GCA_002025125.1_ASM202512v1_genomic.fna	08S00974
GCF_002025125.1_ASM202512v1_genomic.fna	08S00974
GCA_002025145.1_ASM202514v1_genomic.fna	ATCC 6538
GCF_002025145.1_ASM202514v1_genomic.fna	ATCC 6538
GCA_002085525.1_ASM208552v1_genomic.fna	JE2
GCF_002085525.1_ASM208552v1_genomic.fna	JE2
GCA_002088995.1_ASM208899v1_genomic.fna	C2406
GCF_002088995.1_ASM208899v1_genomic.fna	C2406
GCA_002089035.2_ASM208903v2_genomic.fna	293G
GCF_002089035.1_ASM208903v1_genomic.fna	293G
GCF_002089035.2_ASM208903v2_genomic.fna	293G
GCA_002089055.1_ASM208905v1_genomic.fna	GD5
GCF_002089055.1_ASM208905v1_genomic.fna	GD5
GCA_002089075.2_ASM208907v2_genomic.fna	GD705
GCF_002089075.2_ASM208907v2_genomic.fna	GD705
GCA_002089095.2_ASM208909v2_genomic.fna	GD1677
GCF_002089095.1_ASM208909v1_genomic.fna	GD1677
GCF_002089095.2_ASM208909v2_genomic.fna	GD1677
GCA_002089115.2_ASM208911v2_genomic.fna	GD1539
GCF_002089115.2_ASM208911v2_genomic.fna	GD1539
GCA_002097595.2_ASM209759v2_genomic.fna	M92
GCF_002097595.1_ASM209759v1_genomic.fna	M92
GCF_002097595.2_ASM209759v2_genomic.fna	M92
GCA_002140115.1_ASM214011v1_genomic.fna	FORC_039
GCF_002140115.1_ASM214011v1_genomic.fna	FORC_039
GCA_002202075.1_ASM220207v1_genomic.fna	Seattle 1945
GCA_002202095.1_ASM220209v1_genomic.fna	Seattle 1945
GCF_002202075.1_ASM220207v1_genomic.fna	Seattle 1945
GCF_002202095.1_ASM220209v1_genomic.fna	Seattle 1945
GCA_002204555.1_ASM220455v1_genomic.fna	ISU935
GCF_002204555.1_ASM220455v1_genomic.fna	ISU935
GCA_002204575.1_ASM220457v1_genomic.fna	ISU926
GCF_002204575.1_ASM220457v1_genomic.fna	ISU926
GCA_002209325.1_ASM220932v1_genomic.fna	FORC_045
GCF_002209325.1_ASM220932v1_genomic.fna	FORC_045
GCA_002214665.1_ASM221466v1_genomic.fna	FORC_040
GCF_002214665.1_ASM221466v1_genomic.fna	FORC_040
GCA_002310395.1_ASM231039v1_genomic.fna	Newman_D2C
GCF_002310395.1_ASM231039v1_genomic.fna	Newman_D2C
GCA_002310435.1_ASM231043v1_genomic.fna	NYU_Newman
GCF_002310435.1_ASM231043v1_genomic.fna	NYU_Newman
GCA_002355355.1_ASM235535v1_genomic.fna	OC8
GCF_002355355.1_ASM235535v1_genomic.fna	OC8
GCA_002356675.1_ASM235667v1_genomic.fna	JH4899
GCF_002356675.1_ASM235667v1_genomic.fna	JH4899
GCA_002386245.1_ASM238624v1_genomic.fna	FDAARGOS_412
GCF_002386245.1_ASM238624v1_genomic.fna	FDAARGOS_412
GCA_002442975.1_ASM244297v1_genomic.fna	HZW450
GCF_002442975.1_ASM244297v1_genomic.fna	HZW450
GCA_002633765.1_ASM263376v1_genomic.fna	CFSAN007835
GCF_002633765.1_ASM263376v1_genomic.fna	CFSAN007835
GCA_002633785.1_ASM263378v1_genomic.fna	CFSAN007847
GCF_002633785.1_ASM263378v1_genomic.fna	CFSAN007847
GCA_002633805.1_ASM263380v1_genomic.fna	CFSAN007850
GCF_002633805.1_ASM263380v1_genomic.fna	CFSAN007850
GCA_002633825.1_ASM263382v1_genomic.fna	CFSAN007851
GCF_002633825.1_ASM263382v1_genomic.fna	CFSAN007851
GCA_002633845.1_ASM263384v1_genomic.fna	CFSAN007883
GCF_002633845.1_ASM263384v1_genomic.fna	CFSAN007883
GCA_002633865.1_ASM263386v1_genomic.fna	CFSAN007894
GCA_009650155.1_ASM965015v1_genomic.fna	CFSAN007894
GCF_002633865.1_ASM263386v1_genomic.fna	CFSAN007894
GCF_009650155.1_ASM965015v1_genomic.fna	CFSAN007894
GCA_002786465.1_ASM278646v1_genomic.fna	EDCC5458
GCF_002786465.1_ASM278646v1_genomic.fna	EDCC5458
GCA_002786535.1_ASM278653v1_genomic.fna	EDCC5464
GCF_002786535.1_ASM278653v1_genomic.fna	EDCC5464
GCA_002795285.1_ASM279528v1_genomic.fna	USA400-0051
GCF_002795285.1_ASM279528v1_genomic.fna	USA400-0051
GCA_002803885.1_ASM280388v1_genomic.fna	55-99-44
GCF_002803885.1_ASM280388v1_genomic.fna	55-99-44
GCA_002850395.1_ASM285039v1_genomic.fna	K17
GCF_002850395.1_ASM285039v1_genomic.fna	K17
GCA_002850415.1_ASM285041v1_genomic.fna	K18
GCF_002850415.1_ASM285041v1_genomic.fna	K18
GCA_002895385.1_ASM289538v1_genomic.fna	MRSA107
GCF_002895385.1_ASM289538v1_genomic.fna	MRSA107
